text,sentiment
so so happy to be with    she even makes doing laundry wonderful,2
at home and sick    ,0
so busy already,1
is not watching star trek tonight  but is heading to a lovely dinner and fun board games night with ,2
whataburger closing all locations but tally  so harsh  might have to transfer schools,0
hello twitting world   we are off to best buddies bbq  but untill then jay z is on spotify,2
shes so cute when shes sleepy,2
i finished new moon  in  day all up  maybe less  im quite proud  now who wants to lend me eclipse haha,1
 i sent you a message ,1
posted a few pics of my college on my myspace ,1
 hey oj  i just want to ask  you hooked up with somebody ayt now ,1
 i am jealous of your mom talking to   i want to see you all our twittering is making me miss you,0
oh and ps  since it is already    i should probably say  happy mother s day  to my mom and all the mothers out there ,2
 again again ,1
my nose is chapped  yuck,0
uuu  am din nou pr   yeey  my epenis is now bigger             ,1
world s happiest places       denmark  finland and the netherlands,2
 finally    someone recognizes my genius,2
my truss failing  ,0
 bah  you be made me all hungry now,0
  i just saw your performance on the ellen show  we re so behind in australia  you were amazing and have such a wonderful voice ,2
this weekend is completely different from last weekend ,1
 ok so i m having a complete insomniac moment  it s  almost  and i m still awake  i hate when i can t stop thinking   mornin ,2
 you are adorable,2
 go to campos on missendon road in newtown  ask for ben  and discover how great coffee can be,2
 they re at the bottom of the thing and aren t moving at all  feels bad man ,0
 that movie is awesome ,2
 hello  you are sooo awesome   dont ever stop what your doing haha  you make me fall off my chair laughing  x,2
aim iloveshawniedur,1
 i am so sorry    that really sucks,0
crappy day   ,0
 sent u a few dm s  hollaback,1
     elora danan are breaking up  too and im missing their last nsw show too  def need to hit up melbs    someone come with  ,0
actually just woke up  going to attempt to see  again with natalyy,1
carter can t see it it says  this video is private  ,1
i was crying all of tuesday cos i find out          economics is offically my crying subject lol,0
listening to jubey snoring on the phone  hehe goodnight,2
sunday morning,1
 burst my bubble ,1
 god i need to revise today  i m so lazy,0
ok  so i know it s nearly   here but  made me want some ice cream    i can t get the italian stuff though,1
   i will help  not sure how when i m alllll the way over here haha but i can try  have alot of free time right now haha,2
is actually feeling awake today,1
work   yay ,2
kyneton for breakfast this morning at slow living  noice  such a beautiful sunny autumn day  drove back to melb via daylesford,2
 i m here     jdubb is   his funky job   i guess   we re neglected,0
stopped for coffee at maryland rest area  so did at least five entire middle schools  just my luck,1
doing homework and then going to bed  have to leave at   tomorrow morning for work  and then i wont be off till ,1
miss him way to much    just cnt stop thinking of him   nite nite folkkz   ,0
happy mother s day   ,2
 laptop has been handed over to the master  i will be getting it back next weekend   fingers crossed  will let you know,1
baaaaaaaah     there s a mega cockroach in the kitchen and i have no one to kill it   heeeeelp me     haha my retarded cats are no help ,0
is having a cuppa and chilling    i lovebank holiday mondays,2
 i m dead bored  but also dead poor  student life is a piss take ,0
having bad day,0
 thanks  give it  stars  ,2
 i m fine thx  had  days off and took advantage of them    tired   waiting too see pics and read your blog ,2
 not my groom   think i ll die an old maid  lol,0
 whoa rad   coffee makes me stay up all night,1
on my shoot with ron and torey  have lots of fun,2
 omg i m soo excited  i ve been waiting for it ever since i saw the  one at midnight the night before ,2
 trying to have a baby  don t want my soda addiction to be a problem  so i quit  still sad and craving it though,0
denny s with mike  pat  and jessie ,1
 hey split rock    i d know that llama anywhere,1
 returned to mysefl  keep working hard till june,0
fun day with boo  short but fun,2
jean awessomee  cut my hurrr i give massage  orr alkie  or foodtour  yeaaah   i ll pray for ur cousin,2
 ahhh   can t do this one    will be in las vegas that weekend   noctweetup,0
 ima goodgirl i m not down with takin advantage,2
and then you find out today they had there first kiss   ,1
escobar some people seem to be getting over it pretty quick  and the guys to me didn t seem to care,1
i miss  mr  ,0
 haha yea  just working and chillin in the eastbay  unlike u  i don t get a summer break  boo,1
bug in       system link  my map pack isnt working,0
 i ve been busy and chained to my laptop  i ll be at webcom wed afternoon  then likely yul blog  see you there ,1
 good morning  good luck  belive in you,2
r i p  sammie the cat,1
is having a darts party with the parentals  my neighbor  and  ,1
do some research for my article,1
when god created man i also believed he created a million people to get on ya      for a laff,0
aright twitter fam    guess ima be outties   gonna try n sleep off some of this horrible pain,0
 pixies   number  gives me such an energy rush  they are playing a festival close to me in june  but work won t me me go,2
hut myself in the face with a hammer earlier by accident  obviously it hurts ,0
the swine flu is in robina  gold coast,1
im bored    musiic,0
 have a nice time  with plenty of dreams,2
again   check out       these guys rock this one too    ,2
i love love love silverstein   work tomorrow  boo ,2
missing the shotgun match because i was guilted into going to the store with the wife ,0
 haha    sorry  she should be in the whole like two people  follows,0
 just tried dming you but it tried to download some strange file so stopped   how come no gmail maccym   missing you  sads  ,0
they shot him  he was still alive too   ,1
going crazy  super head ach from hell and my the in laws have ben here since  this morning  ahhhh,0
 did we hear our name   thanks ankit  get them on to our parlour    hokeypokeybandra,2
playing my new ds lite     love it ,2
i am sad    tanner wasn t invited to the panthers development camp this year  poor  other  glassers  but calla was  so good on him ,0
recovering from a hard day of homeschooling my dd  chemistry did not go well   ,1
said the whale   mother mother  ok ,1
im so full  subway was bomb  waiting for my  shift to start,2
 lol  sounds like don t call me babe  have done that too    have you thought that over  ,1
 try installing twibble which is a java based app that should work on most phones,1
my car is broken ,0
 my grandpa called  wants to know what you are doing with his hat   and when you plan to return it,1
loca thank you babe  what are you doin this evening ,2
is soo bored its lovley day outside but nuttin to do,1
 yogini mysoles  i am sooo jealous  in a good way of course   lc is awesome ,2
eat it caps    ,1
 noooo  poor se,0
 your peanut butter soup was amazing and so was everything else   your soup was just a higher form of amazing,2
nina was on my lap  but just decided to jump off,1
